Beneficiary_Geographic_Level,Beneficiary_Geographic_Description,Beneficiary_Geographic_Code,Beneficiary_Age_Level,Beneficiary_Demographic_Level,Beneficiary_Demographic_Description,Beneficiary_Multiple_Chronic_Condition_Group,Prevalence,Total_Medicare_Standardized_Per_Capita_Spending,Total_Medicare_Per_Capita_Spending,Hospital_Readmission_Rate,"Emergency_Room_Visits_per_1,000_Beneficiaries"
State,Maine,23,65+,Sex,Male,4 to 5,0.2019,10833.1554,11385.4501,0.0906,845.1251
State,Maine,23,65+,Sex,Male,6+,0.1576,27651.6024,29678.9829,0.2081,2118.2528
State,Maine,23,<65,Sex,Male,0 to 1,0.4472,2217.2168,2062.2634,0.127,397.4174
State,Maine,23,<65,Sex,Male,2 to 3,0.2855,6196.0736,6282.9643,0.1096,928.5815
State,Maine,23,<65,Sex,Male,4 to 5,0.1595,11036.6268,11419.925,0.1438,1521.1339
State,Maine,23,<65,Sex,Male,6+,0.1078,32404.5462,34386.3759,0.2816,3533.5332
State,Maine,23,All,Sex,Male,0 to 1,0.3821,1727.8236,1694.2642,0.079,226.8476
State,Maine,23,All,Sex,Male,2 to 3,0.2821,5599.1194,5744.8215,0.0844,552.5114
State,Maine,23,All,Sex,Male,4 to 5,0.191,10876.8893,11392.8601,0.1032,990.4254
State,Maine,23,All,Sex,Male,6+,0.1448,28562.0745,30580.7292,0.2248,2389.3634
State,Maryland,24,65+,All,All,0 to 1,0.2745,1836.8565,2014.834,0.0575,108.2745
State,Maryland,24,65+,All,All,2 to 3,0.3074,5057.384,5757.0139,0.0676,289.7822
State,Maryland,24,65+,All,All,4 to 5,0.2418,9801.2366,11549.1701,0.1002,588.4355
State,Maryland,24,65+,All,All,6+,0.1762,28318.4942,35564.7441,0.2259,1753.4448
State,Maryland,24,65+,Dual Status,Medicare Only,0 to 1,0.2862,1869.8773,2047.6217,0.0575,102.9531
State,Maryland,24,65+,Dual Status,Medicare Only,2 to 3,0.3162,5047.9495,5735.2347,0.0651,277.1595
State,Maryland,24,65+,Dual Status,Medicare Only,4 to 5,0.2392,9778.243,11527.8758,0.0981,564.3777
State,Maryland,24,65+,Dual Status,Medicare Only,6+,0.1584,27486.3283,34517.5962,0.2185,1656.6729
State,Maryland,24,65+,Dual Status,Medicare and Medicaid,0 to 1,0.188,1464.0038,1644.6123,0.0583,168.3614
State,Maryland,24,65+,Dual Status,Medicare and Medicaid,2 to 3,0.2422,5148.7362,5967.8974,0.0894,412.0047
State,Maryland,24,65+,Dual Status,Medicare and Medicaid,4 to 5,0.2612,9957.4503,11693.8389,0.1142,751.879
State,Maryland,24,65+,Dual Status,Medicare and Medicaid,6+,0.3086,31486.2394,39550.8459,0.2503,2121.8194
State,Maryland,24,<65,All,All,0 to 1,0.3464,2536.2639,2792.9763,0.0835,387.361
State,Maryland,24,<65,All,All,2 to 3,0.2716,7832.4703,9080.3547,0.1288,896.4717
State,Maryland,24,<65,All,All,4 to 5,0.2019,14201.7524,17027.5462,0.1874,1479.3224
State,Maryland,24,<65,All,All,6+,0.18,37134.8486,48231.0149,0.3103,3411.3712
State,Maryland,24,<65,Dual Status,Medicare Only,0 to 1,0.3752,2365.4683,2450.3312,0.0806,244.7492
State,Maryland,24,<65,Dual Status,Medicare Only,2 to 3,0.2679,7871.3828,8756.0092,0.0996,611.8686
State,Maryland,24,<65,Dual Status,Medicare Only,4 to 5,0.201,13943.152,16108.0415,0.1586,1062.7572
State,Maryland,24,<65,Dual Status,Medicare Only,6+,0.156,34184.7655,43620.0337,0.2748,2508.6143
State,Maryland,24,<65,Dual Status,Medicare and Medicaid,0 to 1,0.3259,2676.2731,3073.8586,0.0848,504.2666
State,Maryland,24,<65,Dual Status,Medicare and Medicaid,2 to 3,0.2743,7805.4061,9305.9417,0.1453,1094.4173
State,Maryland,24,<65,Dual Status,Medicare and Medicaid,4 to 5,0.2027,14384.397,17676.9751,0.2043,1773.5346
State,Maryland,24,<65,Dual Status,Medicare and Medicaid,6+,0.1971,38797.9745,50830.4815,0.3267,3920.3055
State,Maryland,24,All,All,All,0 to 1,0.2844,1954.0483,2145.2185,0.0673,155.0379
State,Maryland,24,All,All,All,2 to 3,0.3025,5400.2608,6167.6305,0.0829,364.7419
State,Maryland,24,All,All,All,4 to 5,0.2364,10318.5038,12193.1364,0.1174,693.1565
State,Maryland,24,All,All,All,6+,0.1767,29553.7386,37339.3937,0.2419,1985.734
State,Maryland,24,All,Dual Status,Medicare Only,0 to 1,0.2924,1914.3996,2083.7999,0.0613,115.6916
State,Maryland,24,All,Dual Status,Medicare Only,2 to 3,0.3128,5217.2832,5916.4038,0.0692,297.2335
State,Maryland,24,All,Dual Status,Medicare Only,4 to 5,0.2366,10026.015,11800.3515,0.1038,594.0265
State,Maryland,24,All,Dual Status,Medicare Only,6+,0.1582,27948.8602,35146.126,0.2235,1715.5001
State,Maryland,24,All,Dual Status,Medicare and Medicaid,0 to 1,0.2486,2162.5093,2468.1392,0.08,361.9089
State,Maryland,24,All,Dual Status,Medicare and Medicaid,2 to 3,0.2563,6398.4339,7538.1137,0.1269,733.0116
State,Maryland,24,All,Dual Status,Medicare and Medicaid,4 to 5,0.2355,11632.0727,13957.1357,0.1627,1138.3502
State,Maryland,24,All,Dual Status,Medicare and Medicaid,6+,0.2596,33926.1851,43314.8907,0.2816,2721.9791
State,Maryland,24,65+,Sex,Female,0 to 1,0.266,1986.7888,2184.8455,0.0639,110.7133
State,Maryland,24,65+,Sex,Female,2 to 3,0.3202,5077.8734,5766.0638,0.0593,295.9181
State,Maryland,24,65+,Sex,Female,4 to 5,0.2409,9736.3237,11449.1305,0.0939,613.3791
State,Maryland,24,65+,Sex,Female,6+,0.1729,27322.9718,34182.6145,0.2168,1773.4054
State,Maryland,24,<65,Sex,Female,0 to 1,0.3127,3027.5873,3303.8446,0.0769,450.1341
State,Maryland,24,<65,Sex,Female,2 to 3,0.2835,8310.2753,9659.9005,0.1291,969.9415
State,Maryland,24,<65,Sex,Female,4 to 5,0.2139,13915.0337,16830.2167,0.1879,1488.6374
State,Maryland,24,<65,Sex,Female,6+,0.1898,35080.1625,45323.4476,0.2977,3352.8171
State,Maryland,24,All,Sex,Female,0 to 1,0.2717,2131.744,2340.6919,0.0686,157.9854
State,Maryland,24,All,Sex,Female,2 to 3,0.3158,5429.0038,6189.0448,0.0757,369.1361
State,Maryland,24,All,Sex,Female,4 to 5,0.2376,10191.5331,12035.3213,0.1106,708.7257
State,Maryland,24,All,Sex,Female,6+,0.175,28341.2757,35645.0967,0.2307,1980.7383
State,Maryland,24,65+,Sex,Male,0 to 1,0.2863,1643.7869,1795.9081,0.0482,105.1341
State,Maryland,24,65+,Sex,Male,2 to 3,0.2896,5025.9819,5743.144,0.0796,280.3783
State,Maryland,24,65+,Sex,Male,4 to 5,0.2432,9890.3314,11686.477,0.109,554.1998
State,Maryland,24,65+,Sex,Male,6+,0.1808,29637.9477,37396.6023,0.2375,1726.9893
State,Maryland,24,<65,Sex,Male,0 to 1,0.3803,2130.2148,2370.7744,0.0922,335.4829
State,Maryland,24,<65,Sex,Male,2 to 3,0.2597,7308.3158,8444.59,0.1285,815.8749
State,Maryland,24,<65,Sex,Male,4 to 5,0.1899,14526.303,17250.9128,0.1869,1468.7784
State,Maryland,24,<65,Sex,Male,6+,0.1701,39438.7348,51491.223,0.3226,3477.027
State,Maryland,24,All,Sex,Male,0 to 1,0.3013,1741.7317,1911.6605,0.0654,151.5161
State,Maryland,24,All,Sex,Male,2 to 3,0.2848,5358.0308,6136.1681,0.0928,358.2858
State,Maryland,24,All,Sex,Male,4 to 5,0.2347,10488.8309,12404.8404,0.1263,672.271
State,Maryland,24,All,Sex,Male,6+,0.1791,31123.2196,39532.5882,0.2556,1992.2008
State,Massachusetts,25,65+,All,All,0 to 1,0.2854,1977.6132,2191.4812,0.05,140.4874
State,Massachusetts,25,65+,All,All,2 to 3,0.3144,5132.9465,5874.1474,0.0673,336.8817
State,Massachusetts,25,65+,All,All,4 to 5,0.2247,10209.5775,12074.5825,0.1017,676.2055
State,Massachusetts,25,65+,All,All,6+,0.1755,28942.4301,35399.0226,0.2314,1882.8762
State,Massachusetts,25,65+,Dual Status,Medicare Only,0 to 1,0.3015,1996.8525,2209.6021,0.0463,132.8924
State,Massachusetts,25,65+,Dual Status,Medicare Only,2 to 3,0.3266,5075.619,5806.788,0.0658,317.7682
State,Massachusetts,25,65+,Dual Status,Medicare Only,4 to 5,0.2205,10082.7677,11937.1518,0.0994,649.2272
State,Massachusetts,25,65+,Dual Status,Medicare Only,6+,0.1514,28394.0844,34782.9666,0.2234,1810.571
State,Massachusetts,25,65+,Dual Status,Medicare and Medicaid,0 to 1,0.1959,1813.7268,2037.1213,0.0775,205.1841
State,Massachusetts,25,65+,Dual Status,Medicare and Medicaid,2 to 3,0.2469,5552.7175,6367.3744,0.078,476.8369
State,Massachusetts,25,65+,Dual Status,Medicare and Medicaid,4 to 5,0.2482,10833.2094,12750.4463,0.1128,808.8807
State,Massachusetts,25,65+,Dual Status,Medicare and Medicaid,6+,0.3089,30430.166,37070.4656,0.2519,2079.0502
State,Massachusetts,25,<65,All,All,0 to 1,0.38,2539.1882,2793.7009,0.0789,452.2448
State,Massachusetts,25,<65,All,All,2 to 3,0.3021,6915.304,7940.5597,0.1237,963.6691
State,Massachusetts,25,<65,All,All,4 to 5,0.1844,12379.2848,14651.8261,0.1679,1564.8261
State,Massachusetts,25,<65,All,All,6+,0.1335,33633.7936,41755.8051,0.309,3673.2501
State,Massachusetts,25,<65,Dual Status,Medicare Only,0 to 1,0.4445,2028.1838,2096.3877,0.066,234.5804
State,Massachusetts,25,<65,Dual Status,Medicare Only,2 to 3,0.282,6370.4119,7081.706,0.0936,569.2733
State,Massachusetts,25,<65,Dual Status,Medicare Only,4 to 5,0.1692,11149.9015,12901.7591,0.1591,980.6977
State,Massachusetts,25,<65,Dual Status,Medicare Only,6+,0.1043,30407.4593,37593.8792,0.2831,2410.9707
State,Massachusetts,25,<65,Dual Status,Medicare and Medicaid,0 to 1,0.363,2704.4902,3019.2709,0.0812,522.6559
State,Massachusetts,25,<65,Dual Status,Medicare and Medicaid,2 to 3,0.3074,7047.3497,8148.6889,0.1295,1059.2446
State,Massachusetts,25,<65,Dual Status,Medicare and Medicaid,4 to 5,0.1884,12670.967,15067.0452,0.1696,1703.4158
State,Massachusetts,25,<65,Dual Status,Medicare and Medicaid,6+,0.1412,34263.7193,42568.4005,0.3133,3919.7039
State,Massachusetts,25,All,All,All,0 to 1,0.3029,2107.9267,2331.2263,0.061,212.8307
State,Massachusetts,25,All,All,All,2 to 3,0.3121,5451.9692,6244.0127,0.0826,449.0698
State,Massachusetts,25,All,All,All,4 to 5,0.2173,10550.0816,12479.0435,0.1156,815.6616
State,Massachusetts,25,All,All,All,6+,0.1677,29632.7975,36334.4682,0.2458,2146.3425
State,Massachusetts,25,All,Dual Status,Medicare Only,0 to 1,0.3091,1999.241,2200.9713,0.0482,140.6445
State,Massachusetts,25,All,Dual Status,Medicare Only,2 to 3,0.3242,5135.3156,5865.5683,0.0675,329.3639
State,Massachusetts,25,All,Dual Status,Medicare Only,4 to 5,0.2178,10126.7183,11976.8797,0.1025,662.879
State,Massachusetts,25,All,Dual Status,Medicare Only,6+,0.1489,28468.8654,34887.3699,0.226,1832.8711
State,Massachusetts,25,All,Dual Status,Medicare and Medicaid,0 to 1,0.2861,2423.7713,2709.7522,0.0805,422.6065
State,Massachusetts,25,All,Dual Status,Medicare and Medicaid,2 to 3,0.2796,6439.8849,7424.7074,0.1149,822.536
State,Massachusetts,25,All,Dual Status,Medicare and Medicaid,4 to 5,0.2159,11698.7917,13841.5624,0.1448,1230.206
State,Massachusetts,25,All,Dual Status,Medicare and Medicaid,6+,0.2184,31767.9789,38989.1054,0.2772,2721.3917
State,Massachusetts,25,65+,Sex,Female,0 to 1,0.2861,2089.6602,2311.5736,0.0485,141.8997
State,Massachusetts,25,65+,Sex,Female,2 to 3,0.3257,5251.7952,5982.7152,0.0616,343.7252
State,Massachusetts,25,65+,Sex,Female,4 to 5,0.2193,10267.9884,12056.7658,0.0949,696.025
State,Massachusetts,25,65+,Sex,Female,6+,0.1689,27989.0803,33969.7007,0.2201,1885.9094
State,Massachusetts,25,<65,Sex,Female,0 to 1,0.3673,3077.7489,3360.1257,0.0794,519.665
State,Massachusetts,25,<65,Sex,Female,2 to 3,0.3197,7404.9328,8437.5702,0.1107,1040.8382
State,Massachusetts,25,<65,Sex,Female,4 to 5,0.1863,12767.7862,15053.8432,0.1692,1678.5617
State,Massachusetts,25,<65,Sex,Female,6+,0.1267,32790.3668,40395.4865,0.299,3634.6827
State,Massachusetts,25,All,Sex,Female,0 to 1,0.2994,2288.239,2522.3038,0.0601,217.8202
State,Massachusetts,25,All,Sex,Female,2 to 3,0.3247,5599.0559,6378.6373,0.0739,456.1565
State,Massachusetts,25,All,Sex,Female,4 to 5,0.2139,10624.6522,12484.3799,0.1096,836.2104
State,Massachusetts,25,All,Sex,Female,6+,0.162,28604.149,34792.8759,0.2328,2109.936
State,Massachusetts,25,65+,Sex,Male,0 to 1,0.2843,1826.4993,2029.5166,0.0523,138.5826
State,Massachusetts,25,65+,Sex,Male,2 to 3,0.2993,4959.6447,5715.8367,0.0757,326.9026
State,Massachusetts,25,65+,Sex,Male,4 to 5,0.232,10135.5935,12097.1494,0.1104,651.1018
State,Massachusetts,25,65+,Sex,Male,6+,0.1843,30113.375,37154.5766,0.2445,1879.1508
State,Massachusetts,25,<65,Sex,Male,0 to 1,0.3924,2046.0627,2275.0622,0.0783,390.5126
State,Massachusetts,25,<65,Sex,Male,2 to 3,0.2849,6377.9787,7395.1336,0.1387,878.9828
State,Massachusetts,25,<65,Sex,Male,4 to 5,0.1825,11991.4162,14250.4638,0.1664,1451.2758
State,Massachusetts,25,<65,Sex,Male,6+,0.1401,34379.8359,42959.0575,0.3173,3707.3645
State,Massachusetts,25,All,Sex,Male,0 to 1,0.3072,1885.8528,2095.8937,0.0623,206.6856
State,Massachusetts,25,All,Sex,Male,2 to 3,0.2963,5248.2902,6057.5908,0.0946,439.2566
State,Massachusetts,25,All,Sex,Male,4 to 5,0.2216,10459.1166,12472.5338,0.123,790.5951
State,Massachusetts,25,All,Sex,Male,6+,0.175,30836.3187,38138.1349,0.26,2188.9382
State,Michigan,26,65+,All,All,0 to 1,0.2814,1779.4722,1764.7008,0.0411,132.2996
State,Michigan,26,65+,All,All,2 to 3,0.2856,4976.6046,5062.8708,0.0553,336.9088
State,Michigan,26,65+,All,All,4 to 5,0.2252,9633.8751,9994.94,0.0894,652.1656
State,Michigan,26,65+,All,All,6+,0.2078,28399.6299,30199.1799,0.2192,1853.5437
State,Michigan,26,65+,Dual Status,Medicare Only,0 to 1,0.2984,1773.4652,1757.7275,0.0416,126.6209
State,Michigan,26,65+,Dual Status,Medicare Only,2 to 3,0.2976,4920.5637,5006.069,0.0531,320.6187
State,Michigan,26,65+,Dual Status,Medicare Only,4 to 5,0.2239,9476.932,9839.4051,0.0877,625.5031
State,Michigan,26,65+,Dual Status,Medicare Only,6+,0.1801,27311.2075,29070.7567,0.2082,1752.7503
State,Michigan,26,65+,Dual Status,Medicare and Medicaid,0 to 1,0.1612,1857.7593,1855.5812,0.036,206.3085
State,Michigan,26,65+,Dual Status,Medicare and Medicaid,2 to 3,0.2013,5559.6074,5653.7881,0.0752,506.3768
State,Michigan,26,65+,Dual Status,Medicare and Medicaid,4 to 5,0.2341,10690.0961,11041.684,0.1008,831.6037
State,Michigan,26,65+,Dual Status,Medicare and Medicaid,6+,0.4034,31818.6526,33743.8556,0.2501,2170.1623
State,Michigan,26,<65,All,All,0 to 1,0.3676,2337.4928,2279.3856,0.0796,391.7845
State,Michigan,26,<65,All,All,2 to 3,0.2721,6588.3763,6584.1122,0.1129,880.6678
State,Michigan,26,<65,All,All,4 to 5,0.189,12114.4927,12419.8795,0.1417,1409.188
State,Michigan,26,<65,All,All,6+,0.1713,32636.5421,34856.0363,0.2898,3248.4661
State,Michigan,26,<65,Dual Status,Medicare Only,0 to 1,0.4264,1924.6918,1787.8718,0.0561,237.8508
State,Michigan,26,<65,Dual Status,Medicare Only,2 to 3,0.2709,6063.6298,5774.3175,0.0906,572.0527
State,Michigan,26,<65,Dual Status,Medicare Only,4 to 5,0.1767,11218.6278,11097.3174,0.1129,941.0506
State,Michigan,26,<65,Dual Status,Medicare Only,6+,0.126,29051.3713,30348.7683,0.2416,2310.7041
State,Michigan,26,<65,Dual Status,Medicare and Medicaid,0 to 1,0.3221,2760.731,2783.3266,0.0905,549.6101
State,Michigan,26,<65,Dual Status,Medicare and Medicaid,2 to 3,0.2729,6991.8919,7206.8219,0.1266,1117.9842
State,Michigan,26,<65,Dual Status,Medicare and Medicaid,4 to 5,0.1986,12731.838,13331.264,0.1587,1731.784
State,Michigan,26,<65,Dual Status,Medicare and Medicaid,6+,0.2063,34332.8499,36988.6303,0.3087,3692.164
State,Michigan,26,All,All,All,0 to 1,0.2984,1915.5724,1890.2315,0.0561,195.5875
State,Michigan,26,All,All,All,2 to 3,0.2829,5283.4653,5352.4957,0.0705,440.4335
State,Michigan,26,All,All,All,4 to 5,0.218,10059.7362,10411.2425,0.1005,782.1278
State,Michigan,26,All,All,All,6+,0.2006,29115.8173,30986.3526,0.233,2089.3347
State,Michigan,26,All,Dual Status,Medicare Only,0 to 1,0.3125,1796.0792,1762.2352,0.0442,143.2539
State,Michigan,26,All,Dual Status,Medicare Only,2 to 3,0.2947,5035.7384,5083.4773,0.058,345.9531
State,Michigan,26,All,Dual Status,Medicare Only,4 to 5,0.2187,9631.1092,9950.7571,0.0903,653.4357
State,Michigan,26,All,Dual Status,Medicare Only,6+,0.1741,27449.2075,29172.1067,0.2111,1796.9977
State,Michigan,26,All,Dual Status,Medicare and Medicaid,0 to 1,0.2461,2481.6068,2496.5444,0.0815,443.4896
State,Michigan,26,All,Dual Status,Medicare and Medicaid,2 to 3,0.2391,6422.5938,6589.5289,0.1108,874.8852
State,Michigan,26,All,Dual Status,Medicare and Medicaid,4 to 5,0.2154,11683.9742,12156.2046,0.1332,1269.793
State,Michigan,26,All,Dual Status,Medicare and Medicaid,6+,0.2994,32733.3347,34924.3268,0.2735,2723.8769
State,Michigan,26,65+,Sex,Female,0 to 1,0.2697,1978.7983,1961.1872,0.0374,139.8983
State,Michigan,26,65+,Sex,Female,2 to 3,0.2957,5078.2414,5156.0998,0.0519,350.7807
State,Michigan,26,65+,Sex,Female,4 to 5,0.2249,9647.5605,9979.4185,0.0844,679.9409
State,Michigan,26,65+,Sex,Female,6+,0.2097,27531.9208,29193.9285,0.2144,1887.5155
State,Michigan,26,<65,Sex,Female,0 to 1,0.3341,2747.2584,2652.0117,0.0727,469.5636
State,Michigan,26,<65,Sex,Female,2 to 3,0.2847,7023.3619,6973.5765,0.1122,992.9067
State,Michigan,26,<65,Sex,Female,4 to 5,0.1986,12299.525,12553.064,0.1422,1529.139
State,Michigan,26,<65,Sex,Female,6+,0.1826,31459.0657,33569.9972,0.2915,3353.8544
State,Michigan,26,All,Sex,Female,0 to 1,0.281,2140.0811,2106.176,0.0508,209.0878
State,Michigan,26,All,Sex,Female,2 to 3,0.2937,5411.1063,5467.1212,0.0671,460.6666
State,Michigan,26,All,Sex,Female,4 to 5,0.2203,10069.8165,10389.2043,0.0958,815.1535
State,Michigan,26,All,Sex,Female,6+,0.2049,28149.6446,29882.2662,0.2284,2118.1646
State,Michigan,26,65+,Sex,Male,0 to 1,0.2965,1544.5572,1533.1325,0.0461,123.3442
State,Michigan,26,65+,Sex,Male,2 to 3,0.2726,4833.7401,4931.8246,0.0602,317.4099
State,Michigan,26,65+,Sex,Male,4 to 5,0.2255,9616.1876,10015.0006,0.0962,616.2678
State,Michigan,26,65+,Sex,Male,6+,0.2054,29547.7557,31529.2973,0.2256,1808.5932
State,Michigan,26,<65,Sex,Male,0 to 1,0.3999,2008.3084,1980.0371,0.0881,329.3008
State,Michigan,26,<65,Sex,Male,2 to 3,0.2599,6130.1689,6173.8562,0.1139,762.4369
State,Michigan,26,<65,Sex,Male,4 to 5,0.1798,11917.8981,12278.3725,0.1412,1281.7415
State,Michigan,26,<65,Sex,Male,6+,0.1604,33925.5814,36263.9243,0.288,3133.0926
State,Michigan,26,All,Sex,Male,0 to 1,0.3197,1674.5992,1658.4505,0.0631,181.0971
State,Michigan,26,All,Sex,Male,2 to 3,0.2697,5113.7599,5200.0949,0.0752,413.5327
State,Michigan,26,All,Sex,Male,4 to 5,0.2153,10047.142,10438.7767,0.1065,740.8659
State,Michigan,26,All,Sex,Male,6+,0.1953,30353.6026,32400.8223,0.2389,2052.4
State,Minnesota,27,65+,All,All,0 to 1,0.4008,1744.1978,1783.7421,0.0526,130.8009
State,Minnesota,27,65+,All,All,2 to 3,0.28,5925.0001,6297.7776,0.0632,395.8893
State,Minnesota,27,65+,All,All,4 to 5,0.1861,11919.119,13071.0445,0.1044,801.0286
State,Minnesota,27,65+,All,All,6+,0.1331,28662.5039,32418.1555,0.2084,1910.0296
State,Minnesota,27,65+,Dual Status,Medicare Only,0 to 1,0.4141,1734.4844,1769.2944,0.0482,124.4219
State,Minnesota,27,65+,Dual Status,Medicare Only,2 to 3,0.2831,5862.315,6221.5284,0.0596,381.5996
State,Minnesota,27,65+,Dual Status,Medicare Only,4 to 5,0.1817,11815.0903,12937.5537,0.1012,771.4936
State,Minnesota,27,65+,Dual Status,Medicare Only,6+,0.121,28052.9783,31650.26,0.1997,1816.6715
State,Minnesota,27,65+,Dual Status,Medicare and Medicaid,0 to 1,0.2746,1883.4317,1990.8393,0.0943,222.239
State,Minnesota,27,65+,Dual Status,Medicare and Medicaid,2 to 3,0.2499,6599.9163,7118.7352,0.0967,549.7434
State,Minnesota,27,65+,Dual Status,Medicare and Medicaid,4 to 5,0.2277,12708.2661,14083.6877,0.1276,1025.0772
State,Minnesota,27,65+,Dual Status,Medicare and Medicaid,6+,0.2479,31491.2235,35981.8465,0.2435,2343.2911
State,Minnesota,27,<65,All,All,0 to 1,0.4457,2579.2413,2646.2135,0.0934,402.3589
State,Minnesota,27,<65,All,All,2 to 3,0.2852,7875.2513,8371.3759,0.1324,1049.1134
State,Minnesota,27,<65,All,All,4 to 5,0.1572,14920.5661,16392.3046,0.1702,1827.737
State,Minnesota,27,<65,All,All,6+,0.1119,34687.8634,39635.5002,0.2871,3782.3675
State,Minnesota,27,<65,Dual Status,Medicare Only,0 to 1,0.5353,1884.2262,1751.5077,0.0637,231.8658
State,Minnesota,27,<65,Dual Status,Medicare Only,2 to 3,0.2555,7245.398,7073.2827,0.1077,658.5783
State,Minnesota,27,<65,Dual Status,Medicare Only,4 to 5,0.1339,14082.5325,14636.1572,0.149,1167.1615
State,Minnesota,27,<65,Dual Status,Medicare Only,6+,0.0753,33414.1962,36334.1644,0.268,2690.7652
State,Minnesota,27,<65,Dual Status,Medicare and Medicaid,0 to 1,0.411,2929.5972,3097.2331,0.1006,488.3042
State,Minnesota,27,<65,Dual Status,Medicare and Medicaid,2 to 3,0.2967,8085.2024,8804.0736,0.1395,1179.2918
State,Minnesota,27,<65,Dual Status,Medicare and Medicaid,4 to 5,0.1662,15181.7149,16939.557,0.1762,2033.5862
State,Minnesota,27,<65,Dual Status,Medicare and Medicaid,6+,0.1261,34982.2048,40398.4309,0.2913,4034.6341
State,Minnesota,27,All,All,All,0 to 1,0.4126,1980.5918,2027.9007,0.0727,207.6768
State,Minnesota,27,All,All,All,2 to 3,0.2813,6443.1115,6848.6578,0.0883,569.4274
State,Minnesota,27,All,All,All,4 to 5,0.1785,12611.8208,13837.5557,0.1235,1037.9819
State,Minnesota,27,All,All,All,6+,0.1276,30048.2199,34078.005,0.2305,2340.6311
State,Minnesota,27,All,Dual Status,Medicare Only,0 to 1,0.4261,1753.0551,1767.0885,0.0509,137.7469
State,Minnesota,27,All,Dual Status,Medicare Only,2 to 3,0.2804,5986.7268,6298.1459,0.0655,406.5145
State,Minnesota,27,All,Dual Status,Medicare Only,4 to 5,0.177,11984.3707,13064.3663,0.1056,801.033
State,Minnesota,27,All,Dual Status,Medicare Only,6+,0.1165,28395.0147,31949.085,0.2052,1872.4371
State,Minnesota,27,All,Dual Status,Medicare and Medicaid,0 to 1,0.374,2721.4368,2877.0887,0.0999,435.364
State,Minnesota,27,All,Dual Status,Medicare and Medicaid,2 to 3,0.284,7730.9457,8402.1023,0.1317,1029.1377
State,Minnesota,27,All,Dual Status,Medicare and Medicaid,4 to 5,0.1829,14347.2236,15976.0447,0.1626,1693.3358
State,Minnesota,27,All,Dual Status,Medicare and Medicaid,6+,0.1591,33508.2786,38533.7061,0.2731,3320.5327
State,Minnesota,27,65+,Sex,Female,0 to 1,0.3767,2018.6372,2064.9221,0.0434,137.2496
State,Minnesota,27,65+,Sex,Female,2 to 3,0.2991,5952.5874,6309.2294,0.0564,405.0852
State,Minnesota,27,65+,Sex,Female,4 to 5,0.19,11748.8717,12835.133,0.0976,821.6191
State,Minnesota,27,65+,Sex,Female,6+,0.1342,27512.539,31012.5255,0.197,1914.3882
State,Minnesota,27,<65,Sex,Female,0 to 1,0.408,3017.8037,3057.507,0.0877,491.5481
State,Minnesota,27,<65,Sex,Female,2 to 3,0.3074,8054.8669,8536.5917,0.1218,1144.3169
State,Minnesota,27,<65,Sex,Female,4 to 5,0.1668,15378.8707,16766.9249,0.1671,1968.8822
State,Minnesota,27,<65,Sex,Female,6+,0.1178,33133.3852,37562.9622,0.2825,3911.7079
State,Minnesota,27,All,Sex,Female,0 to 1,0.3843,2276.0026,2320.5922,0.0651,228.5098
State,Minnesota,27,All,Sex,Female,2 to 3,0.3011,6473.28,6860.9025,0.0792,588.1781
State,Minnesota,27,All,Sex,Female,4 to 5,0.1843,12545.714,13698.2237,0.1172,1073.4616
State,Minnesota,27,All,Sex,Female,6+,0.1302,28746.7264,32450.8261,0.2197,2352.9462
State,Minnesota,27,65+,Sex,Male,0 to 1,0.4291,1461.2307,1493.8251,0.0634,124.1518
State,Minnesota,27,65+,Sex,Male,2 to 3,0.2574,5887.356,6282.1512,0.072,383.3411
State,Minnesota,27,65+,Sex,Male,4 to 5,0.1815,12128.3521,13360.9786,0.1126,775.723
State,Minnesota,27,65+,Sex,Male,6+,0.1319,30035.9963,34097.0085,0.2215,1904.8237
State,Minnesota,27,<65,Sex,Male,0 to 1,0.4814,2226.1339,2315.0615,0.1001,330.5484
State,Minnesota,27,<65,Sex,Male,2 to 3,0.2641,7676.6018,8188.6522,0.1443,943.8211
State,Minnesota,27,<65,Sex,Male,4 to 5,0.1481,14430.2758,15991.539,0.1737,1676.7411
State,Minnesota,27,<65,Sex,Male,6+,0.1064,36323.5575,41816.3209,0.2917,3646.2696
State,Minnesota,27,All,Sex,Male,0 to 1,0.444,1696.5327,1746.4565,0.0815,187.6442
State,Minnesota,27,All,Sex,Male,2 to 3,0.2593,6404.1984,6832.864,0.0995,545.2416
